Sequence ID,Predicted label,Final_Confidence_Score,Predicted_Code,Predicted_Path_Codes
Gypsy-9_GA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_GM-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_JC-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_LG-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-9_LVa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_MLP-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-9_PBa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_PIT-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_PPc-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_PR-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-6_CQ-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-9_PSt-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-9_RC-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_RP-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_SI-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_SMo-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-9_TA-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-9_TCa-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
GYPSY-A_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY-LTR_MT,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-XX52_CGi-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-6_CT-LTR,SubclassI,N/A,2.1,"2,2.1"
GYPSY1-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy1-I_DM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy1-I_GA,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY1-LTR_AG,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy1-LTR_DM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy1-LTR_GA,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy1-NVi_I,DIRS,N/A,1.2,"1,1.2"
Gypsy1-PTR_LTR,SubclassI,N/A,2.1,"2,2.1"
GYPSY10-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy10-I_SP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-6_DEl-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy10-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy10-NVi_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy10-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy101-LTRb_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy103-I_Dr,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy105-LTR_Dr,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy108-I_Dr,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy11-I_Dpse,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY11-LTR_AG,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy11-LTR_VC,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
AluYk12,7SL,N/A,1.5.2,"1,1.5,1.5.2"
BEL-6_DPe-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy11-VV_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy116-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy118-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY12-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy12-I_VC,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy12-LTR_SP,SubclassI,N/A,2.1,"2,2.1"
Gypsy12-PTR_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy120-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy122-LTR_DR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy124-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-6_DRh-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
GYPSY12A_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy13-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy13-LTR_Dpse,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy13-NVi_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy13-SM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy132-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy134-LTR_DR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Gypsy137-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy139-LTR_DR,DIRS,N/A,1.2,"1,1.2"
Gypsy14-I_SP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-6_DWil-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy14-LTR_Dya,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy14-PTR_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy14-VV_LTR__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy141-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy143-LTR_DR,SubclassI,N/A,2.1,"2,2.1"
Gypsy146-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy148-LTRb_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy15-I_CR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY15-LTR_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy15-LTR_VC,SINE,N/A,1.5,"1,1.5"
BEL-6_LG-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy15-SM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy15-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy152-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy153-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy156-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy158-LTR_DR,SubclassI,N/A,2.1,"2,2.1"
Gypsy16-I_Dpse,I,N/A,1.4.5,"1,1.4,1.4.5"
Gypsy16-LTR_CR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy16-PTR_I__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy16-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-6_SI-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy163-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY17-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY17-LTR_AG,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Gypsy17-PTR_I__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy17-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy18-I_Dya,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy18-LTR_SP,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy18-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy19-I_Dya,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy19-LTR_Dya,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-70_AA-I,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Gypsy19-VV_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY1GM_LTR,SINE,N/A,1.5,"1,1.5"
Gypsy2-1-LTR_Lch,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy2-I_AP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy2-I_DV,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy2-I_ST,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy2-LTR_AP,SubclassI,N/A,2.1,"2,2.1"
Gypsy2-LTR_DV,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy2-LTR_ST,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy2-PP_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-71_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy2-VV_LTR__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy20-I_Dya,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy20-LTR_SP,SubclassI,N/A,2.1,"2,2.1"
Gypsy20_ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY21-LTR_AG,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy21-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy22-LTR_Dpse,I,N/A,1.4.5,"1,1.4,1.4.5"
GYPSY23-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy23-PTR_LTR__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
GYPSY24-LTR_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-73_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy24-ZM_LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
GYPSY26-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY27-LTR_AG,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy28-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy29-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy3-1-I_Lch,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy3-I_Dmoj,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy3-I_TP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy3-LTR_CI,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy3-LTR_SP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-74_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy3-PP_I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy3-SM_LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy30-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY32-LTR_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy33-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy35-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY36-I_AG,L1,N/A,1.4.4,"1,1.4,1.4.4"
Gypsy36-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy37-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy38-LTR_DR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
BEL-76_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
GYPSY39-LTR_AG,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
GYPSY3I_DR,DIRS,N/A,1.2,"1,1.2"
GYPSY3_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY4-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy4-I_Dpse,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY4-LTR_AG,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy4-LTR_Dpse,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy4-NVi_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy4-SM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY40-I_AG,I,N/A,1.4.5,"1,1.4,1.4.5"
Ambal-1_PMul,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
BEL-77_CQ-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy40-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy41-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy42-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy43-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY44-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy44-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy45-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy46-ZM_LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy47-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy48_LTR_DR,SINE,N/A,1.5,"1,1.5"
BEL-79_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy49-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY5-I_AG,I,N/A,1.4.5,"1,1.4,1.4.5"
Gypsy5-I_Dya,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY5-LTR_CB,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy5-LTR_VC,SINE,N/A,1.5,"1,1.5"
Gypsy5-VV_I__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy50-LTR_DR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy51-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy52-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy53-ZM_I,L1,N/A,1.4.4,"1,1.4,1.4.4"
BEL-7_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy54-LTR_DR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
GYPSY55-LTR_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy56-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY57-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy57-ZM_LTR,Tc1-Mariner,N/A,2.1.1.1,"2,2.1,2.1.1,2.1.1.1"
Gypsy58-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy59-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY5MT_LTR__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY6-I_CB,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy6-I_SP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-7_CQ-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy6-LTR_Dmoj,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy6-LTR_VC,Merlin,N/A,2.1.1.4,"2,2.1,2.1.1,2.1.1.4"
Gypsy6-PTR_LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy6-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy60-LTR_DR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
GYPSY61-LTR_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy62-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY63-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy63-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy64-ZM_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-7_CT-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy65-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY66-LTR_AG,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy67-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY68-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy68-ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy69-ZM_I,DIRS,N/A,1.2,"1,1.2"
GYPSY7-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy7-I_Dya,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy7-LTR_Dmoj,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy7-LTR_VC,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-7_DEl-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy7-VV_I__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy70-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY72-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy73-LTR_DR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy76-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy78-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY8-I_AG,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy8-I_SP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy8-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy8-NVi_LTR,DIRS,N/A,1.2,"1,1.2"
BEL-7_DPer-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy8-VV_I__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy80-LTR_DR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy83-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy85-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy88-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSY8_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy9-I_Dya,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy9-LTR_Dpse,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy9-NVi_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy9-SM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-7_DRh-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy90-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy92-LTR_DR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy95-I_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy97-LTR-B_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy99-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYPSYDR2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy_DG_I,DIRS,N/A,1.2,"1,1.2"
Gyp_I_MT__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
GYZMA1_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
HADES_TA,SubclassI,N/A,2.1,"2,2.1"
BEL-7_GA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
HAL1-1B_Cho,L1,N/A,1.4.4,"1,1.4,1.4.4"
HAL1-1C_Cja,L1,N/A,1.4.4,"1,1.4,1.4.4"
HAL1-1E_Cpo,L1,N/A,1.4.4,"1,1.4,1.4.4"
HAL1-1H_Cpo,L1,N/A,1.4.4,"1,1.4,1.4.4"
HAL1-2A_Cpo,L1,N/A,1.4.4,"1,1.4,1.4.4"
HAL1-3A_Cpo,L1,N/A,1.4.4,"1,1.4,1.4.4"
HAL1-3_ML,L1,N/A,1.4.4,"1,1.4,1.4.4"
HAL1-4_Cho,L1,N/A,1.4.4,"1,1.4,1.4.4"
HAL1_SS,L1,N/A,1.4.4,"1,1.4,1.4.4"
HARB-11_FV,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
BEL-7_LH-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
HARB-14_SBi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-1_AP,Merlin,N/A,2.1.1.4,"2,2.1,2.1.1,2.1.1.4"
HARB-1_SBi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-2N1_STu,SubclassI,N/A,2.1,"2,2.1"
HARB-2_STu,CACTA,N/A,2.1.1.9,"2,2.1,2.1.1,2.1.1.9"
HARB-3_ALy,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-4A_SBi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-4_SBi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-6_ALy,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-7_SBi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Ambal-3_FCy,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-7_XT-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
HARB-9_FV,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-N11_ZM,SubclassI,N/A,2.1,"2,2.1"
HARB-N14_ZM,SubclassI,N/A,2.1,"2,2.1"
HARB-N17_SBi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-N1_SB,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-N21_SBi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-N25_SBi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-N2_ALy,SubclassI,N/A,2.1,"2,2.1"
HARB-N30_SBi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB-N4_Mad,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
BEL-80_CQ-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
HARB-N5_ZM,SubclassI,N/A,2.1,"2,2.1"
HARB-N8_SBi,SubclassI,N/A,2.1,"2,2.1"
HARB3_ZM,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
HARB8_ZM,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-10_PGr,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-11_MLP,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-12_PI,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-14_PGr,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-16_CCri,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-18_CCri,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
BEL-81_CQ-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Harbinger-1C_Crp,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-1N1_DK,SubclassI,N/A,2.1,"2,2.1"
Harbinger-1N1_VV,SubclassI,N/A,2.1,"2,2.1"
Harbinger-1_ADi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-1_CGi,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
Harbinger-1_DF,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-1_EPa,CACTA,N/A,2.1.1.9,"2,2.1,2.1.1,2.1.1.9"
Harbinger-1_MLP,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-1_PPI,SubclassI,N/A,2.1,"2,2.1"
Harbinger-1_SLL,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
BEL-83_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Harbinger-1_XT,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-21_PGr,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-25_CCri,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-29N1_CCri,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-2D_CPB,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-2N1B_XT,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-2N1G_XT,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-2N1_XT,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-2_CCri,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-2_DRh,hAT,N/A,2.1.1.2,"2,2.1,2.1.1,2.1.1.2"
BEL-85_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Harbinger-2_MLP,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-2_TV,SubclassI,N/A,2.1,"2,2.1"
Harbinger-32_CCri,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-37_CCri,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-3B_PSt,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-3N3B_VV,SubclassI,N/A,2.1,"2,2.1"
Harbinger-3_CGi,SubclassI,N/A,2.1,"2,2.1"
Harbinger-3_LMi,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
Harbinger-3_SPur,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
